기관ID,기관이름,상품이름,숙박일자,상태
300,상당산성 자연휴양림,6동 벚나무,20210208,체크아웃
195,운문산 자연휴양림,가지산장,20201216,체크아웃
196,천관산 자연휴양림,잣나무,20201227,체크아웃
196,천관산 자연휴양림,잣나무,20201228,체크아웃
224,운악산 자연휴양림,[A동]부엉이,20201221,체크아웃
101,유명산 자연휴양림,야영데크(119),20210104,체크아웃
106,청태산 자연휴양림,가문비,20201220,체크아웃
187,희리산 자연휴양림,캠핑카야영장(111),20201219,체크아웃
104,아세안 자연휴양림,태국(1),20201230,체크아웃
200,낙안민속 자연휴양림,소나무,20201221,체크아웃
187,희리산 자연휴양림,멧돼지(3동1층),20210116,체크아웃
187,희리산 자연휴양림,멧돼지(3동1층),20210117,체크아웃
187,희리산 자연휴양림,소나무(1동1층),20210123,체크아웃
187,희리산 자연휴양림,소나무(1동1층),20210124,체크아웃
108,중미산 자연휴양림,갈참나무,20201227,체크아웃
108,중미산 자연휴양림,갈참나무,20201228,체크아웃
187,희리산 자연휴양림,멧돼지(3동1층),20210103,체크아웃
187,희리산 자연휴양림,605호 방울꽃,20210106,체크아웃
187,희리산 자연휴양림,605호 방울꽃,20210107,체크아웃
187,희리산 자연휴양림,605호 방울꽃,20210108,체크아웃
141,덕유산 자연휴양림,주목나무,20210102,체크아웃
196,천관산 자연휴양림,비자나무 B,20210113,체크아웃
196,천관산 자연휴양림,비자나무 B,20210114,체크아웃
196,천관산 자연휴양림,비자나무 B,20210115,체크아웃
202,달음산 자연휴양림,달님(2층),20201218,체크아웃
181,방장산 자연휴양림,목향,20201217,체크아웃
191,오서산 자연휴양림,(신)410호 패랭이꽃,20201221,체크아웃
108,중미산 자연휴양림,목성,20201219,체크아웃
115,속리산 자연휴양림,206호 낙엽송,20201219,체크아웃
222,용화산 자연휴양림,[C동]노루,20201230,체크아웃
115,속리산 자연휴양림,(신) 201호 금낭화,20210110,체크아웃
115,속리산 자연휴양림,(신) 201호 금낭화,20210111,체크아웃
141,덕유산 자연휴양림,자작나무,20210129,체크아웃
107,삼봉 자연휴양림,소쩍새,20201217,체크아웃
220,용현 자연휴양림,310호 상수리나무,20201227,체크아웃
107,삼봉 자연휴양림,김대감,20201213,체크아웃
101,유명산 자연휴양림,산까치,20210124,체크아웃
141,덕유산 자연휴양림,들메나무2,20210123,체크아웃
201,진도 자연휴양림,다정큼나무,20210120,체크아웃
201,진도 자연휴양림,다정큼나무,20210121,체크아웃
101,유명산 자연휴양림,[연]느티나무,20210125,체크아웃
189,변산 자연휴양림,숭어,20201219,체크아웃
183,청옥산 자연휴양림,오토캠핑장(224),20201219,체크아웃
190,지리산 자연휴양림,명선봉,20201219,체크아웃
104,아세안 자연휴양림,미얀마(3),20210124,체크아웃
192,남해편백 자연휴양림,난초섬,20210108,체크아웃
192,남해편백 자연휴양림,미조도,20210124,체크아웃
192,남해편백 자연휴양림,미조도,20210125,체크아웃
195,운문산 자연휴양림,오소리,20210109,체크아웃
190,지리산 자연휴양림,형제봉,20201228,체크아웃
222,용화산 자연휴양림,[C동]산토끼,20210109,체크아웃
189,변산 자연휴양림,낙지,20210129,체크아웃
223,백운산 자연휴양림,[C동]바위솔,20210107,체크아웃
192,남해편백 자연휴양림,"유자나무1,2(24.7㎡×2실)",20210110,체크아웃
192,남해편백 자연휴양림,"유자나무1,2(24.7㎡×2실)",20210111,체크아웃
188,회문산 자연휴양림,층층나무,20201218,체크아웃
188,회문산 자연휴양림,층층나무,20201219,체크아웃
183,청옥산 자연휴양림,매발톱,20201213,체크아웃
183,청옥산 자연휴양림,매발톱,20201214,체크아웃
192,남해편백 자연휴양림,곡두섬,20210113,체크아웃
192,남해편백 자연휴양림,곡두섬,20210114,체크아웃
141,덕유산 자연휴양림,자작나무,20210120,체크아웃
141,덕유산 자연휴양림,자작나무,20210121,체크아웃
103,산음 자연휴양림,독수리,20210106,체크아웃
103,산음 자연휴양림,독수리,20210107,체크아웃
192,남해편백 자연휴양림,소치도,20210120,체크아웃
192,남해편백 자연휴양림,소치도,20210121,체크아웃
141,덕유산 자연휴양림,자작나무,20210124,체크아웃
141,덕유산 자연휴양림,자작나무,20210125,체크아웃
195,운문산 자연휴양림,반달곰,20201221,체크아웃
187,희리산 자연휴양림,매미꽃(2동1층),20201220,체크아웃
181,방장산 자연휴양림,목향,20201228,체크아웃
223,백운산 자연휴양림,[A동]쪽동백,20201226,체크아웃
192,남해편백 자연휴양림,"후박나무1,2(24.7㎡×2실)",20201223,체크아웃
196,천관산 자연휴양림,삼나무,20201227,체크아웃
183,청옥산 자연휴양림,매발톱,20201224,체크아웃
141,덕유산 자연휴양림,물푸레나무2,20201225,체크아웃
192,남해편백 자연휴양림,돌섬,20201228,체크아웃
187,희리산 자연휴양림,601호 금낭화,20210102,체크아웃
103,산음 자연휴양림,꽃사슴,20210125,체크아웃
101,유명산 자연휴양림,원앙새,20210124,체크아웃
101,유명산 자연휴양림,원앙새,20210125,체크아웃
192,남해편백 자연휴양림,목도,20210113,체크아웃
192,남해편백 자연휴양림,형제도,20210117,체크아웃
192,남해편백 자연휴양림,형제도,20210118,체크아웃
192,남해편백 자연휴양림,장구도,20210118,체크아웃
187,희리산 자연휴양림,해송(1동1층),20201223,체크아웃
190,지리산 자연휴양림,덕평봉,20210106,체크아웃
190,지리산 자연휴양림,덕평봉,20210107,체크아웃
104,아세안 자연휴양림,캄보디아(2),20210124,체크아웃
202,달음산 자연휴양림,해님(1층),20210104,체크아웃
245,대야산 자연휴양림,603호 희양산,20210114,체크아웃
141,덕유산 자연휴양림,물푸레나무2,20210131,체크아웃
141,덕유산 자연휴양림,물푸레나무2,20210201,체크아웃
101,유명산 자연휴양림,고라니,20210111,체크아웃
106,청태산 자연휴양림,낙엽송,20210107,체크아웃
115,속리산 자연휴양림,(신) 201호 금낭화,20210117,체크아웃
202,달음산 자연휴양림,도깨비(1층),20210102,체크아웃
104,아세안 자연휴양림,말레이시아(2),20201210,체크아웃
116,화천숲속 야영장,오토캠핑장21(쇄석),20210120,체크아웃
222,용화산 자연휴양림,야영데크(104),20201219,체크아웃
194,운장산 자연휴양림,크낙새,20201223,체크아웃
103,산음 자연휴양림,오소리,20201223,체크아웃
183,청옥산 자연휴양림,오토캠핑장(230),20201225,체크아웃
183,청옥산 자연휴양림,오토캠핑장(230),20201226,체크아웃
107,삼봉 자연휴양림,가칠봉,20201225,체크아웃
192,남해편백 자연휴양림,노도,20210115,체크아웃
202,달음산 자연휴양림,토끼(1층),20210128,체크아웃
202,달음산 자연휴양림,토끼(1층),20210129,체크아웃
196,천관산 자연휴양림,층층나무,20201227,체크아웃
196,천관산 자연휴양림,층층나무,20201228,체크아웃
300,상당산성 자연휴양림,2동 굴피나무,20201211,체크아웃
201,진도 자연휴양림,먼나무,20201214,체크아웃
193,통고산 자연휴양림,물매화,20201225,체크아웃
193,통고산 자연휴양림,물매화,20201226,체크아웃
189,변산 자연휴양림,주꾸미,20210121,체크아웃
189,변산 자연휴양림,망둥어,20210121,체크아웃
242,황정산 자연휴양림,B동-낙엽송(2층),20201219,체크아웃
106,청태산 자연휴양림,낙엽송,20210104,체크아웃
103,산음 자연휴양림,산토끼,20201219,체크아웃
222,용화산 자연휴양림,[C동]다람쥐,20210116,체크아웃
192,남해편백 자연휴양림,추도,20201226,체크아웃
193,통고산 자연휴양림,물매화,20201228,체크아웃
103,산음 자연휴양림,반달곰,20201226,체크아웃
189,변산 자연휴양림,낙지,20210125,체크아웃
103,산음 자연휴양림,소쩍새,20210103,체크아웃
103,산음 자연휴양림,소쩍새,20210104,체크아웃
106,청태산 자연휴양림,분비나무,20210125,체크아웃
108,중미산 자연휴양림,떡갈나무,20210102,체크아웃
189,변산 자연휴양림,망둥어,20210124,체크아웃
189,변산 자연휴양림,망둥어,20210125,체크아웃
116,화천숲속 야영장,오토캠핑장39(데크),20201225,체크아웃
104,아세안 자연휴양림,싱가포르(4),20201225,체크아웃
107,삼봉 자연휴양림,석화산,20201213,체크아웃
182,칠보산 자연휴양림,달맞이,20201213,체크아웃
104,아세안 자연휴양림,인도네시아(1),20210102,체크아웃
242,황정산 자연휴양림,3호-고로쇠,20201228,체크아웃
192,남해편백 자연휴양림,소치도,20201219,체크아웃
192,남해편백 자연휴양림,박도,20201219,체크아웃
106,청태산 자연휴양림,가문비,20210122,체크아웃
191,오서산 자연휴양림,(신)405호 찔레꽃,20210117,체크아웃
107,삼봉 자연휴양림,새호라기,20210103,체크아웃
107,삼봉 자연휴양림,새호라기,20210104,체크아웃
104,아세안 자연휴양림,미얀마(1),20210120,체크아웃
104,아세안 자연휴양림,미얀마(1),20210121,체크아웃
242,황정산 자연휴양림,3호-고로쇠,20201212,체크아웃
187,희리산 자연휴양림,소나무(1동1층),20210115,체크아웃
220,용현 자연휴양림,야영데크(109),20201217,체크아웃
220,용현 자연휴양림,야영데크(109),20201218,체크아웃
224,운악산 자연휴양림,[B동]산토끼,20210116,체크아웃
189,변산 자연휴양림,모항,20201227,체크아웃
192,남해편백 자연휴양림,곡두섬,20201228,체크아웃
141,덕유산 자연휴양림,물푸레나무2,20210106,체크아웃
107,삼봉 자연휴양림,계방산,20201211,체크아웃
191,오서산 자연휴양림,(신)408호 안개꽃,20201213,체크아웃
192,남해편백 자연휴양림,콩섬,20201217,체크아웃
108,중미산 자연휴양림,수성,20201216,체크아웃
191,오서산 자연휴양림,(신)408호 안개꽃,20201217,체크아웃
189,변산 자연휴양림,망둥어,20210114,체크아웃
191,오서산 자연휴양림,(신)403호 살구꽃,20210114,체크아웃
189,변산 자연휴양림,궁항,20201220,체크아웃
189,변산 자연휴양림,궁항,20201221,체크아웃
300,상당산성 자연휴양림,2동 굴피나무,20201220,체크아웃
189,변산 자연휴양림,낙지,20210131,체크아웃
189,변산 자연휴양림,낙지,20210201,체크아웃
202,달음산 자연휴양림,도깨비(1층),20210128,체크아웃
105,신불산 자연휴양림,하단 서어나무,20210106,체크아웃
220,용현 자연휴양림,308호 신갈나무,20201216,체크아웃
103,산음 자연휴양림,산토끼,20210124,체크아웃
103,산음 자연휴양림,산토끼,20210125,체크아웃
245,대야산 자연휴양림,310호 산수유,20201224,체크아웃
101,유명산 자연휴양림,야영데크(134),20210122,체크아웃
190,지리산 자연휴양림,영신봉,20201227,체크아웃
106,청태산 자연휴양림,분비나무,20210124,체크아웃
115,속리산 자연휴양림,(신) 201호 금낭화,20210107,체크아웃
104,아세안 자연휴양림,베트남(1),20210109,체크아웃
189,변산 자연휴양림,바지락,20210115,체크아웃
108,중미산 자연휴양림,목성,20201223,체크아웃
115,속리산 자연휴양림,(신) 201호 금낭화,20210106,체크아웃
141,덕유산 자연휴양림,층층나무2,20201218,체크아웃
245,대야산 자연휴양림,캐빈10,20210113,체크아웃
244,검봉산 자연휴양림,[C동]산목련,20210106,체크아웃
115,속리산 자연휴양림,207호 삼나무,20201227,체크아웃
244,검봉산 자연휴양림,[C동]산목련,20210107,체크아웃
194,운장산 자연휴양림,크낙새,20210103,체크아웃
194,운장산 자연휴양림,크낙새,20210104,체크아웃
101,유명산 자연휴양림,산돼지,20210108,체크아웃
141,덕유산 자연휴양림,주목나무,20210106,체크아웃
189,변산 자연휴양림,농어,20210120,체크아웃
189,변산 자연휴양림,농어,20210121,체크아웃
103,산음 자연휴양림,글방,20210106,체크아웃
103,산음 자연휴양림,글방,20210107,체크아웃
202,달음산 자연휴양림,도깨비(1층),20210111,체크아웃
191,오서산 자연휴양림,(신)415호 도라지꽃,20210113,체크아웃
194,운장산 자연휴양림,크낙새,20210124,체크아웃
103,산음 자연휴양림,오소리,20201216,체크아웃
187,희리산 자연휴양림,너구리(3동2층),20201210,체크아웃
245,대야산 자연휴양림,303호 산철쭉,20210117,체크아웃
300,상당산성 자연휴양림,8동 갈참나무,20201220,체크아웃
300,상당산성 자연휴양림,2동 굴피나무,20201219,체크아웃
223,백운산 자연휴양림,[A동]쪽동백,20210106,체크아웃
223,백운산 자연휴양림,[A동]쪽동백,20210107,체크아웃
201,진도 자연휴양림,감탕나무,20210122,체크아웃
101,유명산 자연휴양림,산돼지,20210104,체크아웃
106,청태산 자연휴양림,낙엽송,20210116,체크아웃
103,산음 자연휴양림,너구리,20210108,체크아웃
107,삼봉 자연휴양림,응복산,20210130,체크아웃
107,삼봉 자연휴양림,응복산,20210131,체크아웃
101,유명산 자연휴양림,야영데크(108),20210101,체크아웃
141,덕유산 자연휴양림,전나무 1,20201230,체크아웃
182,칠보산 자연휴양림,금계국,20201213,체크아웃
200,낙안민속 자연휴양림,참나무,20201220,체크아웃
104,아세안 자연휴양림,브루나이(2),20201218,체크아웃
222,용화산 자연휴양림,[B동]고로쇠,20210102,체크아웃
104,아세안 자연휴양림,태국(1),20201223,체크아웃
190,지리산 자연휴양림,영신봉,20210125,체크아웃
192,남해편백 자연휴양림,야영데크(104),20201217,체크아웃
103,산음 자연휴양림,다람쥐,20201216,체크아웃
189,변산 자연휴양림,낙지,20201216,체크아웃
