"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1946","일반야영장업","03_11_07_P","4540000","CDFI2262132015000002","20150828","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 대덕리 491-1번지","충청남도 논산시 벌곡면 수락로443번길 49","33026","꿈꾸는 시계","20180905132638","I","2018-11-26 13:44:42.0","","225847.669243","298620.447866","일반야영장업","","","","","","","","","","","","","","","","","","","","","7000","","","","","","","","","","","","","7000",
"1947","일반야영장업","03_11_07_P","4540000","CDFI2262132015000003","20151013","","01","영업/정상","13","영업중","","","","","041 733 3700/","","","충청남도 논산시 연산면 어은리 23-7","충청남도 논산시 연산면 선비로866번길 166-12","32909","나그네 캠핑장","20200922181341","U","2020-09-24 02:40:00.0","","216860.03446","307327.166896","일반야영장업","","","1","","","","","","","","","","","","","","","","","","1900","","","","","","","","","","","","","1900",
"1948","일반야영장업","03_11_07_P","4540000","CDFI2262132016000001","20160408","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 벌곡면 수락리 118-4","충청남도 논산시 벌곡면 수락계곡길 242","33028","수락베이스캠프","20211225110024","U","2021-12-28 02:40:00.0","","227359.681419","293793.53903","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","759","","0","","","","","","","0","","","","759",
"1949","일반야영장업","03_11_07_P","4540000","CDFI2262132016000002","20160719","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 가야곡면 종연리 238-7번지","충청남도 논산시 가야곡면 탑정로 840","33017","논산 탑정호 글램핑","20161122133010","I","2018-11-26 13:44:42.0","","213758.790438","297185.446633","일반야영장업","","","","","","","","","","","","","","","","","","","","","1122","","","","","","","","","","","","","1122",
"1950","일반야영장업","03_11_07_P","4270000","CDFI2262132016000019","20161014","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 법흥리 285-4","강원도 영월군 무릉도원면 백년계곡길 193","26201","너와나 야영장","20220819154527","U","2022-08-21 02:40:00.0","","312471.111460071","431833.007926328","일반야영장업","","","","","","","","","","","","","","","","","","","","","1066","","","","","","","","","","","","","1066",
"1951","일반야영장업","03_11_07_P","4270000","CDFI2262132016000020","20161025","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 무릉도원면 법흥리 293","강원도 영월군 무릉도원면 백년계곡길 158","26201","산골캠핑장","20220930114158","U","2022-10-02 02:40:00.0","","312568.521870855","431456.4389325","일반야영장업","","","0","","","농협손해보험","","0","0","0","0","","","0","0","","0","0","","0","1342","","0","","","","","","","0","","","","1342",
"1952","일반야영장업","03_11_07_P","4270000","CDFI2262132016000021","20161219","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 김삿갓면 내리 494-2","강원도 영월군 김삿갓면 내리계곡로 1106","26247","느티나무 쉼터","20220828154211","U","2022-08-30 02:40:00.0","","348990.92183800000","402188.44410300000","일반야영장업","","","0","","","삼성화재","","0","0","0","0","","","0","0","","0","0","","0","4918","","0","","","","","","","0","","","","4918",
"1953","일반야영장업","03_11_07_P","4160000","CDFI2262132017000016","20170510","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 덕현리 131-3","경기도 가평군 상면 청군로 253 (대하유원지가든)","12446","별빛누리캠핑장","20210302161359","U","2021-03-04 02:40:00.0","","235843.426915308","472503.8552137","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","121.97","","","","","","","","","","","","","122",
"1954","일반야영장업","03_11_07_P","4160000","CDFI2262132017000017","20170524","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 청평면 고성리 23번지","경기도 가평군 청평면 고재길 262-64","12456","올덴캠핑장","20170524100039","I","2018-11-26 13:44:42.0","","245515.580521826","466744.668962044","일반야영장업","","관리지역","2","기타","","","","2","0","","","","","","","","","","","","102.51","","","","","","","","","","","","","103",
"1955","일반야영장업","03_11_07_P","4160000","CDFI2262132017000018","20170526","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 묵안리 577","경기도 가평군 설악면 장수로79번길 63-18","12474","가평황토은글램핑","20220818112730","U","2022-08-20 02:40:00.0","","244982.614595445","456301.050378276","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","69","","","","","","","","","","","","","69",
"1956","일반야영장업","03_11_07_P","4160000","CDFI2262132017000021","20170616","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 원흥리 514-13","","","별밤 글램핑","20220915145653","U","2022-09-17 02:40:00.0","","228158.358038253","479933.896070477","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","312.96","","0","","","","","","","0","","","","313",
"1957","일반야영장업","03_11_07_P","4160000","CDFI2262132017000022","20170620","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 가일리 41-3번지","","","융프라우캠핑장","20200424140748","U","2020-04-26 02:40:00.0","","245266.922220663","454582.145930671","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","69.6","","","","","","","","","","","","","70",
"1958","일반야영장업","03_11_07_P","4160000","CDFI2262132017000025","20170705","","01","영업/정상","13","영업중","","","","","028290913","","","경기도 가평군 청평면 삼회리 67","","","헤스티아","20210429162107","U","2021-05-01 02:40:00.0","","235630.162116259","468100.641165738","일반야영장업","","관리지역","1","기타","","","기타","1","0","","","","","","","","","","","","28.8","","","","","","","","","","","","","29",
"1959","일반야영장업","03_11_07_P","4910000","CDFI2262132015000001","20150506","","01","영업/정상","13","영업중","","","","","061-867-6974","","529872","전라남도 장흥군 관산읍 농안리 산 72-1","전라남도 장흥군 관산읍 칠관로 842-1150","59351","국립천관산자연휴양림","20220126142630","U","2022-01-28 02:40:00.0","","190913.394276","116108.060252","일반야영장업","","","0","","","","","0","0","0","992","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1960","일반야영장업","03_11_07_P","4910000","CDFI2262132016000001","20160405","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 유치면 신월리 443번지","전라남도 장흥군 유치면 휴양림길 154 (유치자연휴양림)","59301","유치자연휴양림","20200422132247","U","2020-04-24 02:40:00.0","","184586.125914","141079.229109","일반야영장업","","","","","","","","","","","9917","","","","","","","","","","","","","","","","","","","","","","","",
"1961","일반야영장업","03_11_07_P","4910000","CDFI2262132017000001","20170724","","01","영업/정상","13","영업중","","","","","","","","전라남도 장흥군 용산면 어산리 382-3","전라남도 장흥군 용산면 장흥대로 2746","59345","농업회사법인(주)하늘빛수목정원","20220126143340","U","2022-01-28 02:40:00.0","","191189.848102","126264.64249","일반야영장업","","","0","","","","","0","0","0","536","","","0","0","","0","0","","0","2252","","0","","","","","","","220000000","","","","2252",
"1962","일반야영장업","03_11_07_P","4190000","CDFI2262132015000001","20150429","","01","영업/정상","13","영업중","","","","","","","","강원도 원주시 신림면 황둔리 1540-2","강원도 원주시 신림면 신림황둔로 714","26508","감악산캠핑숲","20220827172307","U","2022-08-29 02:40:00.0","","301101.015660431","416998.220355829","일반야영장업","","관리지역","1","기타","","","근린생활시설","1","0","0","85","","","0","0","","0","0","","0","169.3","","0","","","","","","","100000000","","","","169",
"1963","일반야영장업","03_11_07_P","4160000","CDFI2262132015000026","20151203","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 개곡리 198-1번지","경기도 가평군 가평읍 당목가일길 515","12410","별드림캠핑장","20151217115110","I","2018-11-26 13:44:42.0","","249705.81396726","485705.565452429","일반야영장업","","","","","","","","","","","","","","","","","","","","","72","","","","","","","","","","","","","72",
"1964","일반야영장업","03_11_07_P","4160000","CDFI2262132015000027","20151216","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 이화리 93번지","경기도 가평군 가평읍 호반로 2092","12427","하늘숲캠핑장","20190408155111","U","2019-04-10 02:40:00.0","","244792.832714964","475023.367726227","일반야영장업","","","","","","","","","","","","","","","","","","","","","394.94","","","","","","","","","","","","","395",
"1965","일반야영장업","03_11_07_P","4160000","CDFI2262132015000028","20151231","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 청평면 삼회리 185-8","","","리앤업파크타운","20221017154714","U","2022-10-19 02:40:00.0","","234827.643429022","466441.810184429","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","990","","0","","","","","","","0","","","","990",
"1966","일반야영장업","03_11_07_P","4160000","CDFI2262132015000029","20151231","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 묵안리 311번지","경기도 가평군 설악면 묵안로 976-62","12474","둥지캠핑장","20171123160410","I","2018-11-26 13:44:42.0","","246782.176162335","455501.260488237","일반야영장업","","","","","","","","","","","","","","","","","","","","","7369","","","","","","","","","","","","","7369",
"1967","일반야영장업","03_11_07_P","4160000","CDFI2262132016000001","20160120","","01","영업/정상","13","영업중","","","","","0315851716","","","경기도 가평군 조종면 상판리 483-3","경기도 가평군 조종면 명지산로 337-62","12431","솔바람캠핑장","20220811162326","U","2022-08-13 02:40:00.0","","232871.399180394","489079.506078121","일반야영장업","","관리지역","1","기타","","","근린생활시설","1","","","","","","","","","","","","","96","","","","","","","","","","","","","96",
"1968","일반야영장업","03_11_07_P","4160000","CDFI2262132016000002","20160127","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 청평면 고성리 27-2","경기도 가평군 청평면 고재길 262-101 (포세이돈수상레저클럽)","12456","포세이돈","20200727113716","U","2020-07-29 02:40:00.0","","245586.164448561","466728.537461829","일반야영장업","","","","","","","","","","","","","","","","","","","","","2009","","","","","","","","","","","","","2009",
"1969","일반야영장업","03_11_07_P","4160000","CDFI2262132016000003","20160303","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 엄소리 75번지","","","별빛오토캠핑장","20160303131104","I","2018-11-26 13:44:42.0","","244056.034265466","460717.641905126","일반야영장업","","","","","","","","","","","","","","","","","","","","","6194","","","","","","","","","","","","","6194",
